,word,score,stem
6461,paralizado,-0.5,paraliz
6462,paralítico,-0.5,paralit
6463,parapléjico,-0.625,paraplej
6464,desvencijado,-0.25,desvencij
6465,raquítico,-0.25,raquit
6466,escrófula,-0.875,escroful
6467,mocoso,0.375,mocos
6468,espástico,-0.5,espast
6469,tuberculoso,-0.625,tubercul
6470,apretar,-0.875,apret
6471,empapado,0.125,empap
6472,húmedo,0.25,humed
6473,humeante,0.125,humeant
6474,enlodado,-0.25,enlod
6475,lluvioso,-0.25,lluvios
6476,pegajoso,-0.5,pegaj
6477,lavado,-0.25,lav
6478,al,-0.25,al
6479,chamuscado,-0.25,chamusc
6480,reseco,-0.25,resec
6481,horneado,-0.25,horn
6482,adust,-0.25,adust
6483,secado,-0.125,sec
6484,árido,-0.375,arid
6485,completamente,-0.625,complet
6486,desecado,0.625,desec
6487,secadas,-0.375,sec
6488,semiseco,-0.375,semisec
6489,sediento,0.25,sedient
6490,mojado,-0.125,moj
6491,lactante,-0.125,lactant
6492,seco,-0.25,sec
6493,sobre,-0.125,sobr
6494,manual,-0.25,manual
6495,sano,0.5,san
6496,nutritivo,0.25,nutrit
6497,alimentario,0.25,alimentari
6498,saludable,0.875,salud
6499,sustancial,0.25,sustancial
6500,cuadrado,0.25,cuadr
6501,sólido,0.25,sol
6502,satisfactorio,0.25,satisfactori
6503,abundante,0.25,abund
6504,orgánico,0.375,organ
6505,salubre,0.5,salubr
6506,malsano,-0.625,malsan
6507,insalubre,-0.125,insalubr
6508,mezquino,-0.125,mezquin
6509,insustancial,-0.125,insustancial
6510,mórbido,-0.5,morb
6511,vil,-0.5,vil
6512,mareado,-0.5,mar
6513,ofensivo,-0.5,ofens
6514,nauseabundo,-0.5,nauseabund
6515,amplio,0.125,ampli
6516,radiante,0.125,radiant
6517,constricción,0.125,constriccion
6518,angosto,-0.125,angost
6519,microhyla,0.125,microhyl
6520,delgado,0.125,delg
6521,afilado,0.25,afil
6522,estrechamiento,0.25,estrech
6523,ancho,0.0,ancho
6524,es,0.25,es
6525,estrecho,-0.125,estrech
6526,marginal,-0.375,marginal
6527,desnudo,-0.375,desnud
6528,manejable,-0.5,manej
6529,inmanejable,0.125,inmanej
6530,torpe,-0.375,torp
6531,engorroso,-0.125,engorr
6532,peluca,-0.5,peluc
6533,consentimiento,0.375,consent
6534,preparado,0.125,prepar
6535,inclinado,0.125,inclin
6536,dispuesto,0.125,dispuest
6537,feliz,0.5,feliz
6538,contento,0.5,content
6539,listo,0.5,list
6540,estar,-0.25,estar
6541,reacio,-0.5,reaci
6542,loth,-0.5,loth
6543,repugnante,-0.5,repugn
6544,involuntario,-0.125,involuntari
6545,aliforme,-0.125,aliform
6546,alary,-0.125,alary
6547,alar,-0.125,alar
6548,aptero,-0.125,apter
6549,apteral,-0.125,apteral
6550,sabio,0.625,sabi
6551,omnisciente,0.5,omniscient
6552,sapiente,0.625,sapient
6553,sagaz,0.625,sagaz
6554,perspicaz,0.625,perspicaz
6555,sapiencial,0.25,sapiencial
6556,salvia,0.375,salvi
6557,disparatado,0.625,disparat
6558,ridículo,0.625,ridicul
6559,idiota,0.625,idiot
6560,irrisorio,0.625,irrisori
6561,vacío,0.375,vaci
6562,insensato,0.375,insensat
6563,fatuo,0.375,fatu
6564,estúpido,0.375,estup
6565,cursi,-0.375,cursi
6566,chiflado,-0.375,chifl
6567,enamorado,-0.375,enamor
6568,loco,0.125,loc
6569,descabellado,0.125,descabell
6570,despistado,-0.375,despist
6571,rattlepated,-0.375,rattlepat
6572,rattlebrained,-0.375,rattlebrain
6573,imprudente,0.125,imprudent
6574,enselvado,-0.25,enselv
6575,cepillado,-0.125,cepill
6576,bosky,-0.125,bosky
6577,brambly,-0.5,brambly
6578,braky,-0.5,braky
6579,bosque,-0.25,bosqu
6580,velo,-0.125,vel
6581,juncoso,-0.375,juncos
6582,escarpado,-0.125,escarp
6583,formando,-0.25,form
6584,entramado,-0.25,entram
6585,herbáceo,-0.125,herbace
6586,blando,-0.5,bland
6587,pulposo,-0.5,pulpos
6588,material,0.125,material
6589,mercenario,0.375,mercenari
6590,materialista,0.375,material
6591,terrestre,0.25,terrestr
6592,mundano,0.25,mundan
6593,ermitaño,0.125,ermitañ
6594,anacoreta,0.125,anacoret
6595,sobrenatural,0.375,sobrenatural
6596,espiritual,0.375,espiritual
6597,trenzada,-0.125,trenz
6598,tornillo,-0.5,tornill
6599,atrito,-0.125,atrit
6600,abollado,-0.75,aboll
6601,aplaudido,-0.25,aplaud
6602,apesadumbrado,-0.375,apesadumbr
6603,deteriorado,-0.375,deterior
6604,mordido,-0.375,mord
6605,abandonado,-0.375,abandon
6606,decrépito,-0.375,decrepit
6607,chirriante,-0.375,chirriant
6608,orejas,-0.25,orej
6609,raído,-0.25,raid
6610,sarnoso,-0.25,sarnos
6611,polilla,-0.125,polill
6612,apolillada,-0.125,apolill
6613,harapiento,-0.125,harapient
6614,raddled,-0.25,raddl
6615,apolillado,0.125,apolill
6616,cutre,-0.25,cutr
6617,desaliñado,-0.25,desaliñ
6618,pulgar,-0.375,pulg
6619,gusanos,-0.125,gusan
6620,carcomidos,-0.125,carcom
6621,vermiculados,-0.125,vermicul
6622,desgastado,-0.125,desgast
6623,curtido,-0.125,curt
6624,nuevo,0.25,nuev
6625,loable,0.5,loabl
6626,cum,0.5,cum
6627,modelo,0.625,model
6628,ejemplar,0.625,ejempl
6629,magna,0.75,magn
6630,meritorio,0.25,meritori
6631,notable,0.375,notabl
6632,citable,0.625,citabl
6633,sagradas,0.75,sagr
6634,summa,0.5,summ
6635,valorado,0.75,valor
6636,digno,0.625,dign
6637,valioso,0.625,valios
6638,que,0.375,que
6639,indigno,-0.25,indign
6640,inmerecido,0.0,inmerec
6641,xerico,-0.5,xeric
6642,hídrico,-0.375,hidric
6643,higrofítico,-0.25,higrofit
6644,mésico,-0.25,mesic
6645,mesofítico,-0.125,mesofit
6646,azonales,-0.125,azonal
6647,azónico,-0.5,azon
6648,reentrante,0.125,reentrant
6649,anticuerpos,-0.25,anticuerp
6650,categoremático,0.25,categoremat
6651,sincategoremático,-0.375,sincategoremat
6652,benigno,-0.75,benign
6653,malignos,0.25,malign
6654,inmunocompetente,-0.75,inmunocompetent
6655,inmunodeficiencia,-0.75,inmunodeficient
6656,legumbres,-0.25,legumbr
6657,mandíbula,0.125,mandibul
6658,piel,0.25,piel
6659,cernido,0.125,cern
6660,portador,0.5,portador
6661,abático,-0.25,abat
6662,abásico,-0.25,abas
6663,abiente,0.25,abient
6664,aclorhídrico,-0.25,aclorhidr
6665,acidótico,0.25,acidot
6666,erupción,-0.25,erupcion
6667,actinomicótico,-0.125,actinomicot
6668,aculeated,0.25,aculeat
6669,aculeate,0.25,aculeat
6670,adactylous,-0.125,adactylous
6671,anteridial,0.25,anteridial
6672,alexifármaco,-0.125,alexifarmac
6673,agentes,0.5,agent
6674,agonal,-0.25,agonal
6675,agranulocítico,-0.25,agranulocit
6676,alabastrina,0.0,alabastrin
6677,alabastro,0.0,alabastr
6678,albinótico,-0.5,albinot
6679,albinista,-0.5,albin
6680,albínico,-0.5,albin
6681,albinal,-0.5,albinal
6682,algoide,0.0,algoid
6683,algolagnico,-0.125,algolagn
6684,alcalótico,0.125,alcalot
6685,alantoides,0.25,alantoid
6686,alérgica,-0.625,alerg
6687,alométrico,0.0,alometr
6688,alotropical,0.375,alotropical
6689,alotrópico,0.375,alotrop
6690,amalgamativo,-0.625,amalgam
6691,amaurótico,-0.25,amaurot
6692,ameboide,-0.125,ameboid
6693,amniótico,0.125,amniot
6694,amnico,0.125,amnic
6695,amorista,0.5,amor
6696,amigdalina,0.25,amigdalin
6697,anaclítico,0.125,anaclit
6698,anagógico,-0.25,anagog
6699,anarquismo,-0.125,anarqu
6700,anasarcous,-0.75,anasarcous
6701,anencefálico,-0.5,anencefal
6702,anginosa,-0.5,angin
6703,anginoso,-0.5,angin
6704,anglófilo,0.125,anglofil
6705,anglofóbico,0.125,anglofob
6706,serpentino,0.125,serpentin
6707,anictérico,0.0,anicter
6708,anisometrópico,0.125,anisometrop
6709,anoxémico,-0.25,anoxem
6710,anóxico,-0.375,anox
6711,anserina,0.0,anserin
6712,antitumoral,-0.25,antitumoral
6713,antineoplásico,-0.25,antineoplas
6714,anticancerígeno,-0.25,anticancerigen
6715,anúrico,-0.25,anur
6716,anurético,-0.25,anuret
6717,ansiolítico,0.5,ansiolit
6718,afaquia,-0.375,afaqui
6719,afasia,-0.375,afasi
6720,apocalíptico,-0.125,apocalipt
6721,apoplectoide,-0.125,apoplectoid
6722,apoplectiforme,-0.125,apoplectiform
6723,apotegmático,0.125,apotegmat
6724,apalaches,0.125,apalach
6725,arcaizante,-0.125,arcaiz
6726,arcángel,0.25,arcangel
6727,arcangélico,0.25,arcangel
6728,archiducal,-0.25,archiducal
6729,archiepiscopal,0.125,archiepiscopal
6730,archepiscopal,0.125,archepiscopal
6731,ascensional,-0.125,ascensional
6732,asteró,0.625,aster
6733,estolonífero,0.0,estolonifer
6734,astomatal,-0.25,astomatal
6735,programa,0.375,program
6736,asinérgico,-0.125,asinerg
6737,atáxico,-0.25,atax
6738,atáctico,-0.25,atact
6739,atonía,-0.5,aton
6740,auditivo,0.125,audit
6741,autárquico,0.25,autarqu
6742,heterótrofo,-0.25,heterotrof
6743,avunculado,0.25,avuncul
6744,galardonado,0.25,galardon
6745,babuino,0.125,babuin
6746,baya,-0.125,bay
6747,baccate,-0.125,baccat
6748,bacteriolítico,-0.5,bacteriolit
6749,bacteriostático,-0.375,bacteriostat
6750,bacteroide,0.0,bacteroid
6751,bacterioide,0.0,bacterioid
6752,ballet,0.5,ballet
6753,basidial,0.25,basidial
6754,basidiosporoso,-0.25,basidiospor
6755,bauxítico,-0.125,bauxit
6756,conductista,0.125,conduct
6757,benedictiva,-0.375,benedict
6758,afianzado,0.125,afianz
6759,benévolo,0.625,benevol
6760,bibliomaníaco,-0.125,bibliomaniac
6761,bicromatado,-0.125,bicromat
6762,boratos,-0.25,borat
6763,braquioso,-0.125,braquios
6764,bracteal,-0.25,bracteal
6765,bracted,-0.25,bract
6766,bracteate,-0.25,bracteat
6767,sin,-0.5,sin
6768,brobdingnagian,-0.125,brobdingnagi
6769,bulimia,-0.625,bulimi
6770,butiráceo,0.0,butirace
6771,butírico,-0.125,butir
6772,cacodemonic,-0.375,cacodemonic
6773,cacodaemonic,-0.375,cacodaemonic
6774,mojones,0.375,mojon
6775,calcáreo,0.25,calcare
6776,calcico,0.375,calcic
6777,calicó,0.25,calic
6778,capsular,0.0,capsul
6779,carbocíclico,0.125,carbocicl
6780,carbolatado,-0.25,carbolat
6781,carcinógenas,-0.375,carcinogen
6782,carposporoso,0.125,carpospor
6783,carúnculo,0.0,caruncul
6784,caruncular,0.0,caruncul
6785,catabólico,0.25,catabol
6786,catachrestical,0.125,catachrestical
6787,catachrestic,0.125,catachrestic
6788,catkinate,0.125,catkinat
6789,chaffy,-0.375,chaffy
6790,ferruginoso,-0.25,ferrugin
6791,benéficos,0.25,benef
6792,quelato,-0.125,quelat
6793,quelado,0.25,quel
6794,maternidad,0.25,matern
6795,alegre,-0.625,alegr
6796,quitina,0.0,quitin
6797,wilsonianismo,0.125,wilsonian
6798,cloze,0.5,cloz
6799,coccal,0.0,coccal
6800,funciona,-0.625,funcion
6801,collar,-0.5,coll
6802,colegiado,-0.5,colegi
6803,configuracional,0.25,configuracional
6804,consonante,0.125,conson
6805,constitucional,0.75,constitucional
6806,inalámbrico,-0.625,inalambr
6807,cormos,0.0,corm
6808,cormose,0.0,cormos
6809,panícula,0.125,panicul
6810,enlace,0.125,enlac
6811,croupy,0.125,croupy
6812,crustáceo,-0.125,crustace
6813,criogénico,-0.125,criogen
6814,ctenoide,-0.125,ctenoid
6815,en,-0.125,en
6816,cíclico,0.5,ciclic
6817,a,0.75,a
6818,despótico,0.25,despot
6819,diagonalizable,0.625,diagonaliz
6820,sudorífico,0.125,sudorif
6821,diaforético,0.125,diaforet
6822,charles,-0.625,charl
6823,modo,0.25,mod
6824,numérico,0.125,numer
6825,dimorfo,-0.125,dimorf
6826,dimórfico,-0.125,dimorf
6827,omnidireccional,-0.125,omnidireccional
6828,direccional,-0.125,direccional
6829,ditirambo,0.5,ditiramb
6830,dumpy,0.0,dumpy
6831,disgénico,-0.25,disgen
6832,cacogénico,-0.25,cacogen
6833,eugenésico,-0.25,eugenes
6834,ectópico,0.5,ectop
6835,fuerza,0.125,fuerz
6836,elegíaco,-0.125,elegiac
6837,elementales,-0.125,elemental
6838,emulador,-0.25,emul
6839,epilítico,-0.125,epilit
6840,equinos,0.125,equin
6841,eruptivo,-0.375,erupt
6842,eritematoso,0.0,eritemat
6843,saliente,0.125,salient
6844,existencialismo,-0.125,existencial
6845,fermentable,0.625,ferment
6846,febril,-0.5,febril
6847,fibrilosa,-0.375,fibril
6848,fibrinoso,0.125,fibrin
6849,filaria,0.375,filari
6850,escamoso,0.125,escam
6851,de,0.375,de
6852,florido,0.125,flor
6853,foliado,-0.125,foli
6854,forcipate,0.125,forcipat
6855,formalista,-0.25,formal
6856,formalizado,-0.25,formaliz
6857,formularios,0.125,formulari
6858,cuatro,-0.125,cuatr
6859,desanimado,0.0,desanim
6860,fricción,-0.125,friccion
6861,olor,-0.125,olor
6862,gemífero,0.125,gemifer
6863,granulífero,-0.375,granulifer
6864,granulomatoso,0.0,granulomat
6865,myoxocephalus,-0.625,myoxocephalus
6866,autorregulación,-0.125,autorregul
6867,espora,0.125,espor
6868,hircine,0.125,hircin
6869,humanista,0.125,human
6870,hidrocefálico,0.25,hidrocefal
6871,hidrolizable,0.5,hidroliz
6872,agnogénico,0.375,agnogen
6873,huésped,-0.75,huesp
6874,inmunodeprimido,0.5,inmunodeprim
6875,metric,-0.125,metric
6876,incestuoso,0.0,incestu
6877,inductivo,0.125,induct
6878,hecho,0.25,hech
6879,lactogénico,0.125,lactogen
6880,jabonoso,-0.375,jabon
6881,leguminosas,0.25,legumin
6882,limacoide,0.0,limacoid
6883,limacina,0.0,limacin
6884,sala,-0.125,sal
6885,loopy,-0.375,loopy
6886,como,-0.75,com
6887,presocrático,0.125,presocrat
6888,postdiluviano,-0.125,postdiluvian
6889,omisivo,0.0,omis
6890,miótico,-0.375,miotic
6891,ratonil,-0.625,ratonil
6892,mielinizado,-0.25,mieliniz
6893,medulado,-0.25,medul
6894,amielínico,-0.125,amielin
6895,narcoléptico,-0.25,narcolept
6896,neoteno,0.25,neoten
6897,neoténico,0.25,neoten
6898,tejido,-0.375,tej
6899,empaquetable,0.625,empaquet
6900,paranasal,-0.125,paranasal
6901,paroxístico,0.0,paroxist
6902,operaciones,-0.125,oper
6903,turboso,0.375,turbos
6904,petaloide,0.125,petaloid
6905,fagocitosis,0.625,fagocitosis
6906,no,-0.125,no
6907,pictográfico,-0.125,pictograf
6908,resistente,0.125,resistent
6909,pleomórfico,0.25,pleomorf
6910,políticamente,0.25,polit
6911,pomposo,-0.125,pompos
6912,ceremonioso,-0.125,ceremoni
6913,posicionable,0.5,posicion
6914,presintomático,-0.25,presintomat
6915,preclínico,-0.25,preclin
6916,precanceroso,-0.5,precancer
6917,vasoconstricción,-0.25,vasoconstriccion
6918,prodrómico,-0.125,prodrom
6919,propagativo,0.25,propag
6920,pútrido,-0.125,putr
6921,rabioso,-0.5,rabios
6922,andrajoso,-0.125,andraj
6923,refractivo,0.5,refract
6924,refractario,0.5,refractari
6925,parecido,0.125,parec
6926,viscosa,0.0,viscos
6927,nerviosa,0.0,nervios
6928,monogastrico,-0.25,monogastr
6929,ruritano,-0.25,ruritan
6930,escaleno,-0.125,escalen
6931,caspa,-0.375,casp
6932,autoinducido,0.25,autoinduc
6933,túbulos,0.125,tubul
6934,😍,1.0,😍
6935,😭,-0.5,😭
6936,😘,1.0,😘
6937,🔥,0.5,🔥
6938,👏,0.5,👏
6939,❤️,1.0,❤️
6940,😻,1.0,😻
6941,🧡,1.0,🧡
6942,😊,1.0,😊
6943,😁,0.5,😁
6944,💪,0.5,💪
6945,💕,0.5,💕
6946,😂,0.5,😂
6947,🌟,0.5,🌟
6948,😇,0.5,😇
6949,🤗,0.5,🤗
6950,😎,0.5,😎
6951,👍,0.5,👍
6952,🏻,0.0,🏻
6953,🤩,1.0,🤩
6954,💖,1.0,💖
6955,💞,1.0,💞
6956,😉,0.5,😉
6957,☹,-1.0,☹
6958,😖,-1.0,😖
6959,😞,-0.5,😞
6960,😟,-1.0,😟
6961,😤,-1.0,😤
6962,🤢,-1.0,🤢
6963,✊,0.5,✊
6964,💘,1.0,💘
6965,💓,1.0,💓
6966,✔️,0.5,✔️
6967,♥️,1.0,♥️
6968,🔝,1.0,🔝
6969,🌸,0.5,🌸
6970,🤦‍♀️,-0.5,🤦‍♀️
6971,😒,-0.5,😒
6972,🤐,-0.5,🤐
6973,👎,-1.0,👎
6974,😕,-0.5,😕
6975,🙄,-0.5,🙄
6976,😓,-0.5,😓
6977,😢,-1.0,😢
6978,😣,-1.0,😣
6979,☹️,-1.0,☹️
6980,😡,-1.0,😡
6981,😱,-0.5,😱
6982,🤑,-0.5,🤑
6983,🙌,0.5,🙌
6984,😔,-0.5,😔
6985,placer,1.0,plac
6986,chéverisimo,1.0,cheverisim
6987,guayaco,1.0,guayac
6988,pro,1.0,pro
6989,profesional,1.0,profesional
6990,integra,1.0,integr
6991,mis respetos,1.0,mis respet
6992,súper bueno,1.0,super buen
6993,del hp,1.0,del hp
6994,barcelona,1.0,barcelon
6995,brother,1.0,broth
6996,cheverisima,1.0,cheverisim
6997,apropiada,1.0,apropi
6998,buena onda,1.0,buena ond
6999,grande,1.0,grand
7000,excelentisima,1.0,excelentisim
7001,panisima,1.0,panisim
7002,mejor,1.0,mejor
7003,cheverísimo,1.0,cheverisim
7004,hermosa,1.0,hermos
7005,seria,1.0,seri
7006,buenísimo,1.0,buenisim
7007,perfecto,1.0,perfect
7008,bacansísima,1.0,bacansisim
7009,nivel,1.0,nivel
7010,hermoso,1.0,hermos
7011,pinta,1.0,pint
7012,a todo dar,1.0,a todo d
7013,muy bacan,1.0,muy bac
7014,power,1.0,pow
7015,super chevere,1.0,super chever
7016,un placer,1.0,un plac
7017,cheveruco,1.0,cheveruc
7018,belleza,1.0,bellez
7019,súper buena,1.0,super buen
7020,garantizado,1.0,garantiz
7021,del hijueputa,1.0,del hijueput
7022,gusto,0.5,gust
7023,felicitar,0.5,felicit
7024,ta chato,0.5,ta chat
7025,bkn,0.5,bkn
7026,linda gente,0.5,linda gent
7027,decente,0.5,decent
7028,increíble,0.5,increibl
7029,muy bien,0.5,muy bi
7030,espectacular,0.5,espectacul
7031,bien posi,0.5,bien posi
7032,linda persona,0.5,linda person
7033,gracias,0.5,graci
7034,ese man,0.5,ese m
7035,tranqui,0.5,tranqui
7036,bonito,0.5,bonit
7037,dato,0.5,dat
7038,muy buenapor...,0.5,muy buenapor...
7039,la mejor,0.5,la mejor
7040,lujo,0.5,luj
7041,súper bien,0.5,super bi
7042,agradable,0.5,agrad
7043,bueo,0.5,bue
7044,arrecho,0.5,arrech
7045,sonrio,0.5,sonri
7046,muy bueno,0.5,muy buen
7047,aceptable,0.5,acept
7048,wue bacan,0.5,wue bac
7049,regular 3/4,0.5,regular 3/4
7050,templado,0.5,templ
7051,bacam,0.5,bacam
7052,pasa,0.5,pas
7053,apoyo,0.5,apoy
7054,mucho gusto,0.5,mucho gust
7055,buen trip,0.5,buen trip
7056,verídico,0.5,verid
7057,muy buena,0.5,muy buen
7058,pasable,0.5,pasabl
7059,interesante,0.5,interes
7060,colombia,0.0,colombi
7061,colombiano,0.0,colombian
7062,ecuador,0.0,ecuador
7063,regular 3 cuartos,0.0,regular 3 cuart
7064,tengo q conocerlo,0.0,tengo q conoc
7065,medio,0.0,medi
7066,ahí ahí,0.0,ahi ah
7067,chance,0.0,chanc
7068,abstengo,0.0,absteng
7069,ahi,0.0,ahi
7070,so so,0.0,so s
7071,ni idea,0.0,ni ide
7072,norma,0.0,norm
7073,no va ni viene,0.0,no va ni vien
7074,nota,0.0,not
7075,medio chevere,0.0,medio chever
7076,rgular,0.0,rgul
7077,tontería ni bien ni mal,0.0,tonteria ni bien ni mal
7078,buenapero no mucho,0.0,buenapero no much
7079,fresh,0.0,fresh
7080,fresco,0.0,fresc
7081,neutro,0.0,neutr
7082,pana,0.0,pan
7083,simpatico,0.0,simpat
7084,esta chato,0.0,esta chat
7085,buenanota,0.0,buenanot
7086,hay verificar,0.0,hay verific
7087,frio,0.0,fri
7088,da igual,0.0,da igual
7089,no sé,0.0,no s
7090,por mejorar,0.0,por mejor
7091,razonable,0.0,razon
7092,imparcial,0.0,imparcial
7093,mismo,0.0,mism
7094,normalito,0.0,normalit
7095,neutral,0.0,neutral
7096,basico,0.0,basic
7097,esta lampara,0.0,esta lamp
7098,frío,0.0,fri
7099,no mala,0.0,no mal
7100,diplomático,0.0,diplomat
7101,ta bien,0.0,ta bi
7102,no se,0.0,no s
7103,ahí,0.0,ahi
7104,cumplen,0.0,cumpl
7105,chato,0.0,chat
7106,comentario,0.0,comentari
7107,esta bien,0.0,esta bi
7108,regular,0.0,regul
7109,maso,0.0,mas
7110,esta ok,0.0,esta ok
7111,man,0.0,man
7112,equis,0.0,equis
7113,ok,0.0,ok
7114,oofcorss,0.0,oofcorss
7115,mas o menos,0.0,mas o men
7116,más o menos,0.0,mas o men
7117,ahí nomás,0.0,ahi nomas
7118,suave,0.0,suav
7119,no me llego,-0.5,no me lleg
7120,falto,-0.5,falt
7121,falta,-0.5,falt
7122,maldito,-0.5,maldit
7123,no me pasa,-0.5,no me pas
7124,desagrada,-0.5,desagr
7125,capricho,-0.5,caprich
7126,qué bajón,-0.5,que bajon
7127,huevo,-0.5,huev
7128,cabrea,-0.5,cabre
7129,no pega,-0.5,no peg
7130,linda la webada,-0.5,linda la web
7131,un cojudo,-0.5,un cojud
7132,gaver,-0.5,gav
7133,no gusto,-0.5,no gust
7134,inutil,-0.5,inutil
7135,estoy inconforme,-0.5,estoy inconform
7136,estoy conforme,0.5,estoy conform
7137,vale gorro,-0.5,vale gorr
7138,no sirve,-0.5,no sirv
7139,pedante,-1.0,pedant
7140,aguantar,-0.5,aguant
7141,rabia,-0.5,rabi
7142,bobaso,-0.5,bobas
7143,bobazo,-0.5,bobaz
7144,quejar,-0.5,quej
7145,hecho pedazos,-0.5,hecho pedaz
7146,hecho caca,-0.5,hecho cac
7147,fundir el ceño,-0.5,fundir el ceñ
7148,muy mala,-0.5,muy mal
7149,enojo y respeto,-0.5,enojo y respet
7150,respeten,-0.5,respet
7151,aguada,-0.5,agu
7152,achilier,-0.5,achili
7153,turro ese trip,-0.5,turro ese trip
7154,nada ver,-0.5,nada v
7155,ya posi,-0.5,ya posi
7156,carajo,-0.5,caraj
7157,no la hace,-0.5,no la hac
7158,pendejo,-0.5,pendej
7159,le faltó,-0.5,le falt
7160,guevada,-0.5,guev
7161,incomodidad,-0.5,incomod
7162,mala calidad,-0.5,mala cal
7163,son vaina.,-0.5,son vaina.
7164,queja,-0.5,quej
7165,maldicion,-0.5,maldicion
7166,no la trago,-0.5,no la trag
7167,no agrada,-0.5,no agr
7168,indignante,-0.5,indign
7169,vaina,-0.5,vain
7170,se joda,-0.5,se jod
7171,ni más,-0.5,ni mas
7172,no gusta,-0.5,no gust
7173,desgracia,-0.5,desgraci
7174,de a hoja,-0.5,de a hoj
7175,feo,-0.5,feo
7176,tontera,-0.5,tonter
7177,cagada,-0.5,cag
7178,nada que ver,-0.5,nada que v
7179,mala,-0.5,mal
7180,vales,-1.0,val
7181,mal trip,-1.0,mal trip
7182,no joda,-1.0,no jod
7183,joda,-0.5,jod
7184,horror,-1.0,horror
7185,malisimo,-1.0,malisim
7186,trampa,-1.0,tramp
7187,ineficiente,-1.0,ineficient
7188,emelec,-1.0,emelec
7189,bola de idiotas,-1.0,bola de idiot
7190,no opino,-1.0,no opin
7191,no lo soporto,-1.0,no lo soport
7192,vale trozo,-1.0,vale troz
7193,porquería,-1.0,porqu
7194,porqueriamas,-1.0,porqueriam
7195,malaso,-1.0,malas
7196,hecho masa,-1.0,hecho mas
7197,vale pieza,-1.0,vale piez
7198,desagradable,-1.0,desagrad
7199,vale mil hectareas,-1.0,vale mil hectar
7200,mal plan,-1.0,mal pl
7201,cae mal,-1.0,cae mal
7202,ridícula,-1.0,ridicul
7203,de a verga,-1.0,de a verg
7204,espantoso,-1.0,espant
7205,insoportale,-1.0,insoportal
7206,horroroso,-1.0,horror
7207,vale paloma,-1.0,vale palom
7208,esto detestable,-1.0,esto detest
7209,esptupidez,-1.0,esptupidez
7210,nada informan,-1.0,nada inform
7211,fatal pésimo,-1.0,fatal pesim
7212,tontería,-1.0,tont
7213,vale trosos,-1.0,vale tr
7214,vale reverga,-1.0,vale reverg
7215,no son claros,-1.0,no son clar
7216,no fue rápida,-1.0,no fue rap
7217,no fue rapida,-1.0,no fue rap
7218,no obtuve respuesta,-1.0,no obtuve respuest
7219,no dieron respuesta,-1.0,no dieron respuest
7220,tuve que llamar,-0.5,tuve que llam
7221,no obtuve,-1.0,no obtuv
7222,cortó llamada,-1.0,corto llam
7223,me decepcionó,-1.0,me decepcion
7224,decepcionó ,-1.0,decepciono 
7225,pésima,-1.0,pesim
7226,vale emelec,-1.0,vale emelec
7227,turro,-1.0,turr
7228,cae verga,-1.0,cae verg
7229,vale pichita,-1.0,vale pichit
7230,ascuas,-1.0,ascu
7231,valer varilla,-1.0,valer varill
7232,escoria,-1.0,escori
7233,q hecho trozo,-1.0,q hecho troz
7234,estoy preocupada,-1.0,estoy preocup
7235,estoy preocupado,-1.0,estoy preocup
7236,preocupada,-1.0,preocup
7237,preocupado,-1.0,preocup
7238,da pena,-1.0,da pen
7239,chuzo,-1.0,chuz
7240,peorsito,-1.0,peorsit
7241,como la verga,-1.0,como la verg
7242,de a bolsa,-1.0,de a bols
7243,detestable,-1.0,detest
7244,son caca,-1.0,son cac
7245,son desordenados,-1.0,son desorden
7246,esta mal,-1.0,esta mal
7247,valió,-1.0,val
7248,horrible,-1.0,horribl
7249,insoportable,-1.0,insoport
7250,enoja,-1.0,enoj
7251,del asco,-1.0,del asc
7252,mala cara,-1.0,mala c
7253,la odio,-1.0,la odi
7254,desastre,-1.0,desastr
7255,fatal,-1.0,fatal
7256,de lo ultimo,-1.0,de lo ultim
7257,timo,,tim
7258,timar,,tim
7259,timado,,tim
7260,bacan,-1.0,bac
7261,pesima,-1.0,pesim
7262,payasada,-1.0,payas
7263,ya pagué,-1.0,ya pag
7264,ya pague,-1.0,ya pag
7265,no concordaba,-1.0,no concord
7266,no concuerda,-1.0,no concuerd
7267,mal enviados,-1.0,mal envi
7268,mal enviado,-1.0,mal envi
7269,toque pagar,-1.0,toque pag
7270,no oportuno,-1.0,no oportun
7271,no fue oportuno,-1.0,no fue oportun
7272,consequencias,-0.5,consequent
7273,pendejada,-1.0,pendej
7274,malisima,-1.0,malisim
7275,deplorable,-1.0,deplor
7276,lampara,-1.0,lamp
7277,malparido,-1.0,malpar
7278,vv,-1.0,vv
7279,cojudo,-1.0,cojud
7280,se pasa,-1.0,se pas
7281,vale gaver,-1.0,vale gav
7282,malísimo,-1.0,malisim
7283,pesimo,-1.0,pesim
7284,miércol,-1.0,miercol
7285,terrible,-1.0,terribl
7286,reclamo,-1.0,reclam
7287,no vale,-1.0,no val
7288,mierda,-1.0,mierd
7289,piteado,-1.0,pit
7290,nefasto,-1.0,nefast
7291,no jodas,-1.0,no jod
7292,asco,-1.0,asco
7293,cara de verga,-1.0,cara de verg
7294,vale verga,-1.0,vale verg
7295,batracio,-1.0,batraci
7296,inconforme,-1.0,inconform
7297,peor,-1.0,peor
7298,cheverisimo,1.0,cheverisim
