,SynsetTerms
21674,"keratectasia,"
21675,"keratoconus,"
21676,"hypotension,"
21677,"hyperpiesis, hyperpiesia, essential hypertension,"
21678,"portal hypertension,"
21679,"secondary hypertension,"
21680,"amyotrophy, amyotrophia,"
21681,"aneurysm, aneurism,"
21682,"abdominal aortic aneurysm, aaa,"
21683,"aortic stenosis,"
21684,"enterostenosis,"
21685,"laryngostenosis,"
21686,"rhinostenosis,"
21687,"stricture, stenosis,"
21688,"angina pectoris, angina,"
21689,"kuru,"
21690,"nerve compression,"
21691,"azymia,"
21692,"bacteriemia, bacteriaemia, bacteremia,"
21693,"sclerosis, induration,"
21694,"cardiac arrhythmia, arrhythmia,"
21695,"myocardiopathy, cardiomyopathy,"
21696,"hypertrophic cardiomyopathy,"
21697,"gallop rhythm, cantering rhythm,"
21698,"mitral valve prolapse,"
21699,"mitral valve stenosis, mitral stenosis,"
21700,"heart failure, coronary failure,"
21701,"congestive heart failure,"
21702,"heart attack,"
21703,"renal disorder, nephrosis, nephropathy, kidney disease,"
21704,"insufficiency,"
21705,"coronary insufficiency, cardiac insufficiency,"
21706,"nephritis, bright's disease,"
21707,"polycystic kidney disease, pkd,"
21708,"polyuria,"
21709,"renal failure, kidney failure,"
21710,"renal insufficiency,"
21711,"acute renal failure, acute kidney failure,"
21712,"chronic renal failure, chronic kidney failure,"
21713,"renal lithiasis, nephrolithiasis,"
21714,"glomerulonephritis,"
21715,"liver disease,"
21716,"cirrhosis of the liver, cirrhosis,"
21717,"fatty liver,"
21718,"hypoadrenocorticism, hypoadrenalism, addison's syndrome, addison's disease,"
21719,"adenopathy,"
21720,"hyperadrenalism, cushing's disease,"
21721,"hyperadrenocorticism, cushing's syndrome,"
21722,"diabetes,"
21723,"dm, diabetes mellitus,"
21724,"type i diabetes, ketosis-prone diabetes, ketoacidosis-prone diabetes, juvenile diabetes, juvenile-onset diabetes, insulin-dependent diabetes mellitus, iddm, growth-onset diabetes, autoimmune diabetes,"
21725,"type ii diabetes, non-insulin-dependent diabetes mellitus, non-insulin-dependent diabetes, niddm, maturity-onset diabetes mellitus, maturity-onset diabetes, mature-onset diabetes, ketosis-resistant diabetes mellitus, ketosis-resistant diabetes, ketoacidosis-resistant diabetes mellitus, ketoacidosis-resistant diabetes, adult-onset diabetes mellitus, adult-onset diabetes,"
21726,"nephrogenic diabetes insipidus,"
21727,"diabetes insipidus,"
21728,"latent diabetes, chemical diabetes,"
21729,"quincke's edema, periodic edema, giant hives, atrophedema, angioedema,"
21730,"lymphedema,"
21731,"thyrotoxicosis, hyperthyroidism,"
21732,"hypothyroidism,"
21733,"myxoedema, myxedema,"
21734,"cretinism,"
21735,"osteosclerosis congenita, chondrodystrophy, achondroplasty, achondroplasia,"
21736,"contagious disease, contagion,"
21737,"influenza, grippe, flu,"
21738,"asiatic flu, asian influenza,"
21739,"swine influenza, swine flu,"
21740,"rubeola, morbilli, measles,"
21741,"diphtheria,"
21742,"roseola infantum, roseola infantilis, pseudorubella, exanthema subitum,"
21743,"scarlet fever, scarlatina,"
21744,"pox,"
21745,"variola major, variola, smallpox,"
21746,"vincent's infection, vincent's angina, trench mouth,"
21747,"blastomycosis,"
21748,"chromoblastomycosis,"
21749,"tinea, roundworm, ringworm,"
21750,"kerion,"
21751,"tinea pedis, athlete's foot,"
21752,"tinea capitis,"
21753,"legal blindness,"
21754,"tinea unguium,"
21755,"infectious disease,"
21756,"undulant fever, rock fever, mediterranean fever, malta fever, gibraltar fever, brucellosis,"
21757,"agammaglobulinemia,"
21758,"anergy,"
21759,"hypogammaglobulinemia,"
21760,"severe combined immunodeficiency disease, severe combined immunodeficiency, scid,"
21761,"ada-scid,"
21762,"indian cholera, epidemic cholera, cholera, asiatic cholera,"
21763,"dengue fever, dengue, dandy fever, breakbone fever,"
21764,"dysentery,"
21765,"hepatitis,"
21766,"viral hepatitis,"
21767,"infectious hepatitis, hepatitis a,"
21768,"hepatitis delta, delta hepatitis,"
21769,"hepatitis c,"
21770,"liver cancer, cancer of the liver,"
21771,"herpes,"
21772,"oral herpes, herpes labialis, fever blister, cold sore,"
21773,"herpes genitalis, genital herpes,"
21774,"zoster, shingles, herpes zoster,"
21775,"varicella, chickenpox,"
21776,"venus's curse, venereal infection, venereal disease, vd, std, social disease, sexually transmitted disease, dose, cupid's itch, cupid's disease,"
21777,"gonorrhoea, gonorrhea, clap,"
21778,"granuloma venereum, granuloma inguinale,"
21779,"primary syphilis,"
21780,"secondary syphilis,"
21781,"tertiary syphilis,"
21782,"tabes dorsalis, locomotor ataxia,"
21783,"mononucleosis, mono, kissing disease, infectious mononucleosis, glandular fever,"
21784,"ebola hemorrhagic fever, ebola fever, ebola,"
21785,"lassa fever,"
21786,"leprosy, hansen's disease,"
21787,"tuberculoid leprosy,"
21788,"necrotizing enterocolitis, nec,"
21789,"lymphopathia venereum, lymphogranuloma venereum, lgv,"
21790,"meningitis,"
21791,"mumps, epidemic parotitis,"
21792,"epidemic meningitis, cerebrospinal meningitis, cerebrospinal fever, brain fever,"
21793,"paratyphoid fever, paratyphoid,"
21794,"plague, pestis, pestilence, pest,"
21795,"pestis bubonica, glandular plague, bubonic plague,"
21796,"septicemic plague,"
21797,"poliomyelitis, polio, infantile paralysis, acute anterior poliomyelitis,"
21798,"pott's disease,"
21799,"ratbite fever,"
21800,"rickettsiosis, rickettsial disease,"
21801,"typhus fever, typhus,"
21802,"urban typhus, rat typhus, murine typhus, endemic typhus,"
21803,"spotted fever,"
21804,"q fever,"
21805,"rickettsialpox,"
21806,"trench fever,"
21807,"relapsing fever, recurrent fever,"
21808,"rheumatic fever,"
21809,"rheumatic heart disease,"
21810,"sweating sickness, miliary fever,"
21811,"miliary tuberculosis,"
21812,"struma, scrofula, king's evil,"
21813,"typhoid fever, typhoid, enteric fever,"
21814,"whooping cough, pertussis,"
21815,"yaws, framboesia, frambesia,"
21816,"yellow jack, yellow fever, black vomit,"
21817,"common cold, cold,"
21818,"head cold,"
21819,"bronchial asthma, asthma attack, asthma,"
21820,"status asthmaticus,"
21821,"bronchitis,"
21822,"bronchiolitis,"
21823,"chronic obstructive pulmonary disease,"
21824,"valley fever, desert rheumatism, coccidiomycosis, coccidioidomycosis,"
21825,"cryptococcosis,"
21826,"pulmonary emphysema, emphysema,"
21827,"pneumonia,"
21828,"primary atypical pneumonia, mycoplasmal pneumonia, atypical pneumonia,"
21829,"bronchopneumonia, bronchial pneumonia,"
21830,"double pneumonia,"
21831,"interstitial pneumonia,"
21832,"lobar pneumonia,"
21833,"legionnaires' disease,"
21834,"pneumococcal pneumonia,"
21835,"pneumocytosis, pneumocystis pneumonia, pneumocystis carinii pneumonia, interstitial plasma cell pneumonia,"
21836,"pneumothorax,"
21837,"pneumonoconiosis, pneumoconiosis,"
21838,"coal miner's lung, black lung disease, black lung, anthracosis,"
21839,"asbestosis,"
21840,"silicosis,"
21841,"respiratory distress syndrome of the newborn, respiratory distress syndrome, hyaline membrane disease,"
21842,"inherited disorder, inherited disease, hereditary disease, hereditary condition, genetic disorder, genetic disease, genetic defect, genetic abnormality, congenital disease,"
21843,"abetalipoproteinemia,"
21844,"ablepharia,"
21845,"albinism,"
21846,"adactyly, adactylism, adactylia,"
21847,"ametria,"
21848,"colour vision deficiency, colour blindness, color vision deficiency, color blindness,"
21849,"green-blindness, deuteranopia, daltonism,"
21850,"red-blindness, protanopia,"
21851,"yellow-blindness, tetartanopia,"
21852,"tritanopia, blue-blindness,"
21853,"monochromia, monochromatism, monochromatic vision, monochromasy, monochromacy,"
21854,"inborn error of metabolism,"
21855,"galactosemia,"
21856,"gaucher's disease,"
21857,"hirschsprung's disease, congenital megacolon,"
21858,"horner's syndrome,"
21859,"huntington's disease, huntington's chorea,"
21860,"lipochondrodystrophy, hurler's syndrome, hurler's disease, gargoylism, dysostosis multiplex,"
21861,"mucopolysaccharidosis,"
21862,"marfan's syndrome,"
21863,"von recklinghausen's disease, neurofibromatosis,"
21864,"osteogenesis imperfecta,"
21865,"hyperbetalipoproteinemia,"
21866,"hypobetalipoproteinemia,"
21867,"clinodactyly,"
21868,"macroglossia,"
21869,"trisomy , mongolism, mongolianism, down syndrome, down's syndrome,"
21870,"mcardle's disease,"
21871,"muscular dystrophy, dystrophy,"
21872,"otosclerosis,"
21873,"becker muscular dystrophy,"
21874,"distal muscular dystrophy,"
21875,"autosomal dominant disorder, autosomal dominant disease,"
21876,"autosomal recessive disease, autosomal recessive defect,"
21877,"limb-girdle muscular dystrophy,"
21878,"lysinemia,"
21879,"steinert's disease, myotonic muscular dystrophy, myotonic dystrophy, myotonia atrophica,"
21880,"niemann-pick disease,"
21881,"aplastic anemia, aplastic anaemia,"
21882,"fanconi's anemia, fanconi's anaemia, congenital pancytopenia,"
21883,"hemolytic anemia, haemolytic anaemia,"
21884,"hyperchromic anemia, hyperchromic anaemia,"
21885,"hypochromic anemia, hypochromic anaemia,"
21886,"hypoplastic anemia, hypoplastic anaemia,"
21887,"greensickness, chlorosis,"
21888,"macrocytic anemia, macrocytic anaemia,"
21889,"microcytic anemia, microcytic anaemia,"
21890,"megaloblastic anemia, megaloblastic anaemia,"
21891,"refractory anemia, refractory anaemia,"
21892,"siderochrestic anemia, siderochrestic anaemia, sideroblastic anemia, sideroblastic anaemia,"
21893,"sideropenia,"
21894,"sickle-cell disease, sickle-cell anemia, sickle-cell anaemia, drepanocytic anemia, drepanocytic anaemia, crescent-cell anemia, crescent-cell anaemia,"
21895,"spielmeyer-vogt disease, juvenile amaurotic idiocy,"
21896,"thrombasthenia,"
21897,"tyrosinemia,"
21898,"werdnig-hoffman disease,"
21899,"afibrinogenemia,"
21900,"hemophilia b, haemophilia b, christmas disease,"
21901,"von willebrand's disease, vascular hemophilia, angiohemophilia,"
21902,"congenital afibrinogenemia,"
21903,"inflammatory disease,"
21904,"stomach flu, intestinal flu, gastroenteritis,"
21905,"cholera infantum,"
21906,"collywobbles, cholera morbus,"
21907,"pid, pelvic inflammatory disease,"
21908,"pleurisy,"
21909,"pleuropneumonia,"
21910,"pyelitis,"
21911,"sore throat, raw throat, pharyngitis,"
21912,"angina,"
21913,"quinsy, peritonsillar abscess,"
21914,"spasmodic laryngitis, croup,"
21915,"hypermotility,"
21916,"indisposition,"
21917,"infection,"
21918,"amoebiosis, amoebiasis, amebiosis, amebiasis,"
21919,"amoebic dysentery, amebic dysentery,"
21920,"chlamydia,"
21921,"fasciolosis, fascioliasis,"
21922,"enterobiasis,"
21923,"mycosis, fungal infection,"
21924,"giardiasis,"
21925,"herpangia,"
21926,"nonsocial infection, cross infection,"
21927,"opportunistic infection,"
21928,"protozoal infection,"
21929,"lower respiratory infection,"
21930,"hiv,"
21931,"viral pneumonia,"
21932,"severe acute respiratory syndrome, sars,"
21933,"scabies, itch,"
21934,"tropical sore, oriental sore, old world leishmaniasis, delhi boil, cutaneous leishmaniasis, aleppo boil,"
21935,"moniliasis, monilia disease, candidiasis,"
21936,"dermatophytosis, dermatomycosis,"
21937,"keratomycosis,"
21938,"sporotrichosis,"
21939,"aspergillosis,"
21940,"furuncle, boil,"
21941,"gumboil,"
21942,"blain,"
21943,"pernio, chilblains, chilblain,"
21944,"kibe,"
21945,"cartilaginification,"
21946,"suppurating sore, fester,"
21947,"gall,"
21948,"saddle sore,"
21949,"shigellosis, bacillary dysentery,"
21950,"staphylococcal infection,"
21951,"throat infection, streptococcus tonsilitis, streptococcal sore throat, strep throat, septic sore throat,"
21952,"stye, sty, hordeolum, eye infection,"
21953,"superinfection,"
21954,"suprainfection,"
21955,"virus infection, viral infection,"
21956,"arthritis,"
21957,"rheumatoid arthritis, rheumatism, atrophic arthritis,"
21958,"osteosclerosis,"
21959,"housemaid's knee,"
21960,"cystitis,"
21961,"urarthritis, gouty arthritis, gout,"
21962,"spondylarthritis,"
21963,"blood disorder, blood disease,"
21964,"septicemia, septicaemia, blood poisoning,"
21965,"ozone sickness,"
21966,"pyemia, pyaemia,"
21967,"toxemia, toxaemia,"
21968,"toxemia of pregnancy, toxemia, toxaemia of pregnancy, toxaemia,"
21969,"eclampsia,"
21970,"preeclampsia, pre-eclampsia,"
21971,"erythroblastosis,"
21972,"hemoglobinemia, haemoglobinemia,"
21973,"hemoglobinopathy, haemoglobinopathy,"
21974,"hemoptysis, haemoptysis,"
21975,"schuller-christian disease, hand-schuller-christian disease,"
21976,"histiocytosis,"
21977,"hydramnios,"
21978,"lipidosis,"
21979,"lysine intolerance,"
21980,"hypothrombinemia,"
21981,"leukocytosis, leucocytosis,"
21982,"leukopenia, leucopenia,"
21983,"lymphocytosis,"
21984,"microcytosis,"
21985,"polycythemia,"
21986,"purpura, peliosis,"
21987,"nonthrombocytopenic purpura,"
21988,"essential thrombocytopenia,"
21989,"thrombopenia, thrombocytopenia,"
21990,"deficiency disease,"
21991,"hypovitaminosis, avitaminosis,"
21992,"hypervitaminosis,"
21993,"lagophthalmos,"
21994,"beriberi,"
21995,"malnutrition,"
21996,"kwashiorkor,"
21997,"marasmus,"
21998,"mental abnormality,"
21999,"nanophthalmos,"
22000,"zinc deficiency,"
22001,"saint ignatius' itch, pellagra, mayidism, mal rosso, mal de la rosa, maidism, alpine scurvy,"
22002,"rickets, rachitis,"
22003,"scurvy, scorbutus,"
22004,"meibomian cyst, chalazion,"
22005,"pip,"
22006,"heatstroke, heat hyperpyrexia,"
22007,"heat prostration, heat exhaustion,"
22008,"algidity,"
22009,"thermic fever, sunstroke, siriasis, insolation,"
22010,"endometriosis, adenomyosis,"
22011,"pathology,"
22012,"symphysis,"
22013,"synechia,"
22014,"iron overload, iron-storage disease, hemochromatosis, bronzed diabetes,"
22015,"idiopathic hemochromatosis, classic hemochromatosis,"
22016,"acquired hemochromatosis,"
22017,"malacia,"
22018,"osteomalacia,"
22019,"mazopathy, mastopathy,"
22020,"neuropathy,"
22021,"hereditary motor and sensory neuropathy, charcot-marie-tooth disease,"
22022,"myopathy,"
22023,"dermatomyositis,"
22024,"inclusion body myositis,"
22025,"osteopetrosis, marble bones disease, albers-schonberg disease,"
22026,"osteoporosis,"
22027,"priapism,"
22028,"demineralization, demineralisation,"
22029,"tubercle,"
22030,"chancroid,"
22031,"peptic ulceration, peptic ulcer,"
22032,"duodenal ulcer,"
22033,"gastric ulcer,"
22034,"noli-me-tangere,"
22035,"affliction,"
22036,"pes cavus, clawfoot,"
22037,"talipes, clubfoot,"
22038,"talipes equinus,"
22039,"pigeon breast, chicken breast,"
22040,"blight,"
22041,"alder blight,"
22042,"apple canker, apple blight,"
22043,"beet blight,"
22044,"blister blight,"
22045,"cane blight,"
22046,"celery blight,"
22047,"collar blight,"
22048,"blight canker,"
22049,"halo spot, halo blight, bean blight,"
22050,"halo blight,"
22051,"head blight,"
22052,"wheat scab,"
22053,"late blight,"
22054,"leaf blight,"
22055,"needle cast, needle blight, leaf cast,"
22056,"peach blight,"
22057,"spinach blight,"
22058,"spur blight,"
22059,"stripe blight,"
22060,"tomato yellows, tomato blight,"
22061,"sandfly fever, phlebotomus, pappataci fever,"
22062,"skin disorder, skin disease, disease of the skin,"
22063,"rheumatoid spondylitis, marie-strumpell disease, ankylosing spondylitis,"
22064,"dle, discoid lupus erythematosus,"
22065,"lupus erythematosus, le,"
22066,"keratosis nigricans, acanthosis nigricans,"
22067,"acne,"
22068,"rosacea, acne rosacea,"
22069,"actinic dermatitis,"
22070,"atopic eczema, atopic dermatitis,"
22071,"poison ivy,"
22072,"poison oak,"
22073,"poison sumac,"
22074,"diaper rash, diaper dermatitis,"
22075,"hypericism,"
22076,"dermatitis,"
22077,"dermatosis,"
22078,"baker's eczema,"
22079,"eczema herpeticum,"
22080,"kaposi's varicelliform eruption, eczema vaccinatum,"
22081,"lichtenoid eczema, eczema hypertrophicum, chronic eczema,"
22082,"erythema,"
22083,"erythema multiforme,"
22084,"erythema nodosum,"
22085,"erythema nodosum leprosum, enl,"
22086,"erythroderma,"
22087,"flare,"
22088,"furunculosis,"
22089,"jungle rot,"
22090,"keratodermia, keratoderma,"
22091,"keratosis,"
22092,"keratosis blennorrhagica, keratoderma blennorrhagica,"
22093,"keratosis follicularis, darier's disease,"
22094,"keratosis pilaris,"
22095,"seborrheic keratosis,"
22096,"leukoderma,"
22097,"lichen,"
22098,"livedo,"
22099,"lupus,"
22100,"melanosis, melanism,"
22101,"molluscum,"
22102,"necrobiosis lipoidica diabeticorum, necrobiosis lipoidica,"
22103,"pemphigus,"
22104,"pityriasis,"
22105,"prurigo,"
22106,"psoriasis,"
22107,"saint anthony's fire,"
22108,"erysipelas,"
22109,"scleredema,"
22110,"seborrheic eczema, seborrheic dermatitis,"
22111,"vitiligo,"
22112,"xanthoma,"
22113,"xanthomatosis, xanthoma multiplex, lipoid granulomatosis, lipid granulomatosis, cholesterosis cutis,"
22114,"xanthosis,"
22115,"growth,"
22116,"exostosis,"
22117,"nonmalignant tumour, nonmalignant tumor, nonmalignant neoplasm, benign tumour, benign tumor,"
22118,"carcinoid,"
22119,"malignancy, malignance,"
22120,"fibroadenoma,"
22121,"fibroid tumor, fibroid,"
22122,"fibroma,"
22123,"granuloma,"
22124,"malignant neoplastic disease, cancer,"
22125,"chondrosarcoma,"
22126,"liposarcoma,"
22127,"lymphadenoma,"
22128,"lymphadenopathy,"
22129,"hodgkin's disease,"
22130,"leukemia, leukaemia, leucaemia, cancer of the blood,"
22131,"acute lymphocytic leukemia, acute lymphoblastic leukemia,"
22132,"acute myeloid leukemia, acute myelocytic leukemia,"
22133,"chronic lymphocytic leukemia,"
22134,"myeloid leukemia, chronic myelocytic leukemia,"
22135,"lymphocytic leukemia,"
22136,"monocytic leukemia, monocytic leukaemia, monoblastic leukemia, monoblastic leukaemia, histiocytic leukemia, histiocytic leukaemia,"
22137,"myeloblastic leukemia,"
22138,"myelocytic leukemia, granulocytic leukemia,"
22139,"rhabdosarcoma, rhabdomyosarcoma,"
22140,"wilms tumour, wilms' tumor, nephroblastoma, embryoma of the kidney, adenomyosarcoma,"
22141,"glandular carcinoma, glandular cancer, adenocarcinoma,"
22142,"preinvasive cancer, carcinoma in situ,"
22143,"endometrial carcinoma, endometrial cancer,"
22144,"strawberry hemangioma, strawberry haemangioma,"
22145,"lymphangioma,"
22146,"rhabdomyoma,"
22147,"plasmacytoma,"
22148,"sand tumor, psammoma,"
22149,"malignant hepatoma, hepatoma, hepatocellular carcinoma, hepatocarcinoma,"
22150,"testicular cancer, seminoma,"
22151,"epithelioma,"
22152,"eye disease,"
22153,"animal disease,"
22154,"actinomycosis,"
22155,"lumpy jaw, cervicofacial actinomycosis,"
22156,"macular edema,"
22157,"cystoid macular edema,"
22158,"closed-angle glaucoma, angle-closure glaucoma, acute glaucoma,"
22159,"keratonosus,"
22160,"macular degeneration,"
22161,"amd, age-related macular degeneration,"
22162,"retinopathy,"
22163,"trachoma,"
22164,"adenitis,"
22165,"alveolitis,"
22166,"angiitis,"
22167,"aortitis,"
22168,"rheumatic aortitis,"
22169,"appendicitis,"
22170,"arteritis,"
22171,"periarteritis,"
22172,"polyarteritis,"
22173,"takayasu's arteritis, pulseless disease,"
22174,"temporal arteritis,"
22175,"ophthalmitis, ophthalmia,"
22176,"thoracic actinomycosis,"
22177,"abdominal actinomycosis,"
22178,"brooder pneumonia, aspergillosis,"
22179,"aspiration pneumonia,"
22180,"bagassosis, bagascosis,"
22181,"balanitis,"
22182,"bighead,"
22183,"blepharitis,"
22184,"bursitis,"
22185,"bull nose,"
22186,"catarrhal fever,"
22187,"chronic wasting disease,"
22188,"costiasis,"
22189,"vaccinia, cowpox,"
22190,"creeps,"
22191,"pasteurellosis, hemorrhagic septicemia,"
22192,"fistulous withers, fistula,"
22193,"fowl cholera,"
22194,"fowl pest,"
22195,"hog cholera,"
22196,"distemper,"
22197,"canine distemper,"
22198,"strangles, equine distemper,"
22199,"enterotoxemia,"
22200,"hoof-and-mouth disease, foot-and-mouth disease,"
22201,"sheep rot, liver rot, distomatosis, black disease,"
22202,"glanders,"
22203,"heaves, broken wind,"
22204,"lyme disease, lyme arthritis,"
22205,"marburg hemorrhagic fever, marburg disease, green monkey disease,"
22206,"proteinuria, albuminuria,"
22207,"aminoaciduria,"
22208,"ammoniuria,"
22209,"kayser-fleischer ring,"
22210,"keratomalacia,"
22211,"kernig's sign,"
22212,"ketosis, ketonemia, acetonemia,"
22213,"glucosuria,"
22214,"glycosuria,"
22215,"lymphuria,"
22216,"ochronosis,"
22217,"hypercalcemia, hypercalcaemia,"
22218,"hypocalcemia, hypocalcaemia,"
22219,"hypercalciuria, hypercalcinuria,"
22220,"hypercholesterolemia, hypercholesteremia,"
22221,"hyperkalemia,"
22222,"hypokalemia,"
22223,"hypolipoproteinemia,"
22224,"hypoproteinemia,"
22225,"hypernatremia,"
22226,"hyponatremia,"
22227,"ketonuria, ketoaciduria, acetonuria,"
22228,"red water,"
22229,"rinderpest, cattle plague,"
22230,"scrapie,"
22231,"spavin,"
22232,"blood spavin,"
22233,"bone spavin,"
22234,"swamp fever, leptospirosis,"
22235,"canicola fever,"
22236,"weil's disease,"
22237,"locoism, loco disease,"
22238,"looping ill,"
22239,"mange,"
22240,"mooneye, moon blindness,"
22241,"murrain,"
22242,"myxomatosis,"
22243,"newcastle disease,"
22244,"pip,"
22245,"psittacosis, parrot disease,"
22246,"pullorum disease, bacillary white diarrhoea, bacillary white diarrhea,"
22247,"saddle sore, gall,"
22248,"sand crack,"
22249,"staggers, blind staggers,"
22250,"sweating sickness,"
22251,"texas fever,"
22252,"trembles, milk sickness,"
22253,"yatobyo, tularemia, tularaemia, rabbit fever, deer fly fever,"
22254,"plant disease,"
22255,"rust,"
22256,"white pine blister rust, white-pine rust, blister rust,"
22257,"black knot,"
22258,"black rot,"
22259,"bottom rot,"
22260,"brown rot,"
22261,"gummosis, brown rot gummosis,"
22262,"tobacco wilt, ring rot, ring disease,"
22263,"cotton ball,"
22264,"hairy root,"
22265,"damping off,"
22266,"dieback,"
22267,"tobacco mosaic,"
22268,"rhizoctinia disease,"
22269,"stem canker, russet scab, rosette, little potato,"
22270,"potato wart,"
22271,"root rot,"
22272,"leaf scorch,"
22273,"sweet-potato ring rot,"
22274,"dutch elm disease,"
22275,"ergot,"
22276,"pinkroot,"
22277,"wilt disease, wilt,"
22278,"fusarium wilt,"
22279,"stinking smut, bunt,"
22280,"green smut, false smut,"
22281,"yellow dwarf,"
22282,"yellow dwarf of potato, potato yellow dwarf,"
22283,"onion yellow dwarf,"
22284,"yellow spot,"
22285,"trauma, psychic trauma,"
22286,"birth trauma,"
22287,"trauma, injury, hurt, harm,"
22288,"graze,"
22289,"laceration,"
22290,"dog bite,"
22291,"snakebite,"
22292,"bee sting,"
22293,"flea bite,"
22294,"mosquito bite,"
22295,"birth trauma,"
22296,"blast trauma,"
22297,"contusion, bruise,"
22298,"shiner, mouse, black eye,"
22299,"burn,"
22300,"sedation,"
22301,"windburn,"
22302,"hyperpigmentation,"
22303,"hypopigmentation,"
22304,"first-degree burn,"
22305,"second-degree burn,"
22306,"third-degree burn,"
22307,"fracture, break,"
22308,"comminuted fracture,"
22309,"depressed fracture,"
22310,"displaced fracture,"
22311,"stress fracture, fatigue fracture,"
22312,"hairline fracture, capillary fracture,"
22313,"greenstick fracture,"
22314,"incomplete fracture,"
22315,"impacted fracture,"
22316,"simple fracture, closed fracture,"
22317,"diastasis,"
22318,"spondylolisthesis,"
22319,"frostbite, cryopathy,"
22320,"meckel's diverticulum,"
22321,"sleep disorder,"
22322,"sting, insect bite, bite,"
22323,"strain,"
22324,"whiplash injury, whiplash,"
22325,"sprain,"
22326,"trench foot, immersion foot,"
22327,"sign,"
22328,"amenorrhoea, amenorrhea, amenia,"
22329,"aura,"
22330,"diuresis,"
22331,"raynaud's sign, acrocyanosis,"
22332,"primary amenorrhea,"
22333,"syndrome,"
22334,"conn's syndrome,"
22335,"persian gulf illness, gulf war syndrome,"
22336,"regional ileitis, regional enteritis, crohn's disease,"
22337,"spastic colon, mucous colitis, irritable bowel syndrome,"
22338,"xxy-syndrome, klinefelter syndrome, klinefelter's syndrome,"
22339,"ulcerative colitis,"
22340,"malabsorption syndrome,"
22341,"narcolepsy,"
22342,"nephrotic syndrome, nephrosis,"
22343,"noonan's syndrome,"
22344,"phantom limb syndrome,"
22345,"ramsay hunt syndrome,"
22346,"reiter's syndrome, reiter's disease,"
22347,"restless legs syndrome, restless legs, ekbom syndrome,"
22348,"reye's syndrome,"
22349,"scalenus syndrome,"
22350,"sudden infant death syndrome, sids, infant death, crib death, cot death,"
22351,"tetany, tetanilla, intermittent tetanus, intermittent cramp, apyretic tetanus,"
22352,"thoracic outlet syndrome,"
22353,"tietze's syndrome,"
22354,"tourette's syndrome, gilles de la tourette syndrome,"
22355,"effect,"
22356,"bummer,"
22357,"side effect,"
22358,"water blister,"
22359,"blood blister,"
22360,"festination,"
22361,"mummification, mumification necrosis, dry gangrene, cold gangrene,"
22362,"hematuria, haematuria,"
22363,"hemosiderosis, haemosiderosis,"
22364,"nebula,"
22365,"enlargement,"
22366,"swelling, puffiness, lump,"
22367,"bubo,"
22368,"anasarca,"
22369,"chemosis,"
22370,"bunion,"
22371,"palsy,"
22372,"oedema, hydrops, edema, dropsy,"
22373,"hematocolpos, haematocolpos,"
22374,"intumescency, intumescence,"
22375,"iridoncus,"
22376,"lymphogranuloma,"
22377,"tumescence,"
22378,"hematoma, haematoma,"
22379,"proud flesh,"
22380,"hyperbilirubinemia,"
22381,"neonatal hyperbilirubinemia, hyperbilirubinemia of the newborn,"
22382,"hyperglycemia, hyperglycaemia,"
22383,"hypoglycemia, hypoglycaemia,"
22384,"jaundice, icterus,"
22385,"physiological jaundice of the newborn, jaundice of the newborn, icterus neonatorum,"
22386,"kernicterus,"
22387,"congestion,"
22388,"stuffiness,"
22389,"skin eruption, exanthema, exanthem,"
22390,"prickly heat, miliaria, heat rash,"
22391,"urtication, urticaria, nettle rash, hives,"
22392,"pain, hurting,"
22393,"aching, ache,"
22394,"suffering, excruciation, agony,"
22395,"arthralgia,"
22396,"throe,"
22397,"paresthesia, paraesthesia,"
22398,"passion of christ, passion,"
22399,"burning, burn,"
22400,"causalgia,"
22401,"intestinal colic, griping, gripes, colic,"
22402,"chest pain,"
22403,"chiralgia,"
22404,"distress,"
22405,"dysmenorrhea,"
22406,"primary dysmenorrhea,"
22407,"secondary dysmenorrhea,"
22408,"glossodynia, glossalgia,"
22409,"growing pains,"
22410,"piles, hemorrhoid, haemorrhoid,"
22411,"histamine headache, cluster headache,"
22412,"sick headache,"
22413,"sinus headache,"
22414,"keratalgia,"
22415,"labor pain,"
22416,"mastalgia,"
22417,"melagra,"
22418,"meralgia,"
22419,"metralgia,"
22420,"myodynia, myalgia,"
22421,"nephralgia,"
22422,"neuralgy, neuralgia,"
22423,"odynophagia,"
22424,"orchidalgia,"
22425,"pang,"
22426,"sting, pang,"
22427,"photophobia, photalgia,"
22428,"pleurodynia, pleuralgia, costalgia,"
22429,"podalgia,"
22430,"proctalgia,"
22431,"myosis, epidemic pleurodynia, epidemic myalgia, diaphragmatic pleurisy, bornholm disease,"
22432,"trigeminal neuralgia, tic douloureux,"
22433,"sciatica,"
22434,"labour pains, labor pains, birth pangs,"
22435,"referred pain,"
22436,"smartness, smarting, smart,"
22437,"stinging, sting,"
22438,"stitch,"
22439,"rebound tenderness,"
22440,"thermalgesia,"
22441,"chafe,"
22442,"throb,"
22443,"torture, torment,"
22444,"ulalgia,"
22445,"urodynia,"
22446,"papule,"
22447,"pustule,"
22448,"zit, pimple, hickey,"
22449,"pock,"
22450,"megalocardia, megacardia, enlarged heart, cardiomegaly,"
22451,"systolic murmur,"
22452,"palpitation,"
22453,"pyrosis, heartburn,"
22454,"hepatojugular reflux,"
22455,"reflux,"
